Particulars,Unit,Unit Cost,Stock/Property #,UMIS Account Code and Account Title,UACS Code - Accounting,Account Title - Accounting,UACS Code - Budget,Account Title - Budget,Account Group,Budget Category,PPMP?
Mixing bowl;stainless steel 2.5L,PIECE,496.05,04LE-499,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Moisture Tight bags/cans; aluminum tin can with cover ; 10g; 20g;50g;100g;200g; capacity ;round can,PIECE,"1,657.00",04LE,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
"Mortar and Pestle: cast iron; =6"" diam",PIECE,"2,048.32",04LE,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Mortar and pestle; 75mm,DOZEN,"3,500.00",04LE-504,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Moth Balls,PACK,159.45,LE-172,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Muffin Pan ; Medium,PIECE,385,04LE,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Muffin Pan; big,PIECE,550,04LE,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Muffin Pans ; small,UNIT,275,04LE,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Mug White,DOZEN,600,51OE,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Multifunctional  storage box 143L,PIECE,"2,037.30",OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
NOTEBOOK; STENOGRAPHER; spiral; 40 leaves,PIECE,28.6,OS-845,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
NOTEBOOK; STENOGRAPHER;spiral; 40 leaves,PIECE,31.46,OS-863,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Nail  # 4,KG,121,OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Native Coffee Arabica Robusta - CoIC,PACK,407.29,OS-432,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Nylon #300,UNIT,935,CP-124,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Nylon #300; 7 meter per pack,PACK,402.63,AG-055-1,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Nylon Net (fine mesh),METER,177.16,AG-057-1,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Nylon Rope (10mm dia) 100m/roll,ROLL,"1,976.54",CP-125,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Nylon cord (#6),METER,26.59,AG-056-1,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
OKN JJN,UNIT,300,OTS-1132,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
OKN JJN,PIECE,300,OTS-1021,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
OTHER SUPPLIES AND MATERIALS EXPENSES,LOT,"10,000.00",OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
OTHER SUPPLIES AND MATERIALS EXPENSES,LOT,"5,500.00",OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
OTHER SUPPLIES AND MATERIALS EXPENSES (documentation/photography),LOT,"30,000.00",OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
OTHER SUPPLIES AND MATERIALS EXPENSES (ushers/usherettes/outfit),LOT,"30,000.00",OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Oil 15kg,UNIT,"3,300.00",OTS-1057,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
One way mirror,PIECE,"5,000.00",04LE-930,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Ordinary Notebook; 40 leaves,BOOK,12.1,OS,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Other Supplies and Materials,LOT,"9,978.38",OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Other supplies and Materials Expenses,LOT,"15,000.00",OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Other supplies and materials Expenses,LOT,"2,000.00",OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Other supplies and materials expenses,LOT,"20,000.00",OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Other supplies and materials expenses,LOT,"20,000.00",OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Other supplies and materials expenses,LOT,"10,000.00",OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Other supplies and materials expenses,LOT,"2,000.00",OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Outdoor Tent 3x3M,UNIT,"3,850.00",28CA,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Outdoor Tent 3x3M,UNIT,"2,750.00",OTS-318,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
"Oval Tray with StandStainless Stell Stand; Non-slip; Black or Brown; 24""",UNIT,"2,500.00",29KU-27,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Oyster's Knife,PIECE,531.47,29KU-12,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PHILIPPINE NATIONAL FLAG,PIECE,"1,500.00",OS-168,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PLASTIC DRUM,PIECE,"2,657.35",AG-063-1,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PLEASE WAIT HERE FOOR PRINT FLOOR SIGNAGES,LOT,"24,157.65",OTS-125,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PP cellophane (6x12x0.02),BOX,"1,771.56",04LE-585,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PROMOTIONAL JACKET LIGHTWEIGHT CASUAL WITH PRINT (ASSORTEDSIZE CUSTOMIZED)),PIECE,"1,320.00",OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PVC Card SheetsSpecifications : Color : White Packages: 50 Set/ pack typr: CUYI digital inkjet printing PVC Sheet Surfaces: Matte Surface( Picture Can only printed on  this side) & Smooth surface Size: 210x297 mm. Thickness for each pc: 0.58 mm ( 0.15mm inkjet print shhet + 0.28mm middle material( hard core)+0.15mm (inkjet printy sheet) Laminating temperature: 100-130C Printing accuracy: 1440 dpi Storage conditions: Sealed; Avoid moisture; temperature below 40C Functions : Suitable for color inkjet printing; it also can be screen printed and offset printed.,SHEET,"1,800.00",OS-1018,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PVC Conduit (½ diameter (10’) PVC),PIECE,88,OS-841,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Packaging material,PIECE,16.1,PM-037,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Packaging materials,PIECE,"10,000.00",04LE-900,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Pail,PIECE,200,OTS-1146,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Palette Knife,PIECE,220,04LE,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
"Paper Plate Holder with Cup & Cutlery Holder 9""/10 pcs/set",PACK,230.3,TS-093,1040499000-Other Supplies and Materials Inventory - 00099-Others,1040499000,Other Supplies and Materials Inventory,5020399000,Other Supplies and Materials Expenses,Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
